iso3,year,Agricultural.raw.materials.exports,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12
AFG,1974,72394171.3700361,57.630742803857,68.1270233775983,34.0220759590555,46.814129649139,18.7660587695776,3.16030764503285,3.46839523717943,2.68001385520888,3.04383591249123,2.46091186264137,5.77484478934641,44.7887666408344,16,16.5625,29,35,39,42,43.8125,41.4375,38.5625,31,26.125,18,-26.375,-29.75,-22.125,-12.9375,-8.9375,-5.5,-1.9375,-2.5,-6.0625,-12.5,-19.5,-28.375
AFG,1975,73069657.2106805,44.4418597625259,45.87236972701,51.5708314624964,64.3499999486158,28.2550803779763,2.57785476640965,4.06457594226046,3.90404377661629,1.68209257416113,6.80322893608172,19.5841740552708,34.1437222939637,16.625,21,27,32.75,39.5,42.125,45,41.4375,38,32.9375,24.25,19,-28.875,-28.0625,-23.5625,-13.9375,-9.4375,-5.4375,-3.25,-1.5,-5.8125,-11.8125,-20.6875,-27.1875
AFG,1976,114625436.345854,34.1742766050436,87.9049529225758,73.3268015127753,69.8719235100926,19.5242572292124,2.64787971561944,3.96308757099767,3.590667949607,1.54386640854857,12.750731707888,6.30104489654237,20.5252632985887,19.625,19,24.1875,32,39.6875,42.25,44.375,42,39,34,23.75,19.4375,-25.375,-27.3125,-23.875,-14.6875,-8.3125,-5.4375,-1.4375,-2.125,-6.1875,-11.4375,-20.9375,-26.5
AFG,1977,112719537.365537,78.9525804299737,16.335465625543,18.3592821432059,58.5501136190876,19.9909479230576,3.58076773947002,5.34080930945614,2.36981430558897,1.67115299661051,15.3728519745122,27.5841269463499,34.7329656481479,14.8125,24,33.125,35,40,45,45.125,42,37.625,34.75,26.25,21.9375,-27.625,-28.6875,-21.25,-13.1875,-8.625,-4.1875,-1.5625,-1.5625,-5.9375,-9.9375,-16.5625,-24.5625
AFG,2008,53432074.5861103,59.5203020785177,35.3450165935208,18.3448420112783,52.1740410236456,14.6085337932517,3.75480875154656,9.19778546111415,6.71827881210164,2.39098669328209,8.79587029085191,10.9040936717173,37.2613525454062,14.4375,21.1875,32.6875,36.9375,42.1875,45,46,42,40,36,25,20,-27.5625,-28.8125,-19.125,-13.8125,-6.5,-2.875,-1.4375,-1.125,-5.4375,-10.125,-18.9375,-23.75
AFG,2009,30465481.3893657,51.2401829355836,69.1466906559177,47.3918514192501,84.3838996388167,26.3112721725737,7.25231707668688,3.19185975399488,2.01414079970852,1.60135532195314,6.51163526247452,18.4575166340149,42.1494817010579,17.9375,24.5,30.6875,33,41.875,42,46,44.0625,41,33.875,26,20,-24.5625,-24.75,-21.25,-14.25,-8.5625,-5.6875,-2.375,-0.25,-5,-10.5625,-19.5,-24.75
AFG,2010,41776137.7979282,29.1824279206819,64.7293764245484,40.5403631012614,36.8738608829727,32.0934866966535,6.41728658184178,12.8892156130492,6.54238083599974,2.94160199967232,6.50089800767518,10.0229822691819,12.7315410108894,21,23.8125,32.8125,37.75,41.1875,44,46,42,38.625,36,26.125,21,-22.75,-25.75,-20.1875,-12.625,-8.5,-6.1875,-2.5625,-0.75,-6.25,-9.4375,-18.625,-26.375
AFG,2011,48425073.0944702,24.9186114163198,90.4658148052951,45.215288229475,39.9143764302366,21.2751718288515,3.6467987744084,4.29340631543368,3.98830099948197,2.79631929307218,16.6337333759025,23.2711031027485,14.6055349187153,19,22,28.5,36,42.1875,45,45,43.875,39,34,26.875,19.8125,-26.5625,-25.1875,-21.5625,-13.6875,-6.3125,-3.375,-1.875,-0.75,-5,-9.9375,-18.5,-26
AFG,2012,1015033.19249254,40.0429184708521,61.3416325070113,51.1045731279115,62.8096646143962,32.7929739163614,2.40279378861751,4.16755266251195,3.44432926861582,3.52341186925273,10.8064301460519,22.6140715186189,50.9361252580672,18.3125,19,28.125,34.5,40.9375,42.3125,45.75,43,39,33.875,25.5625,20,-27.875,-27.5625,-22.8125,-13.125,-8.25,-4.625,-1.25,-0.6875,-5,-12.375,-19.625,-25.8125
AFG,2013,190509.994191288,28.7939744948812,89.3667074080846,54.4932705234265,60.1984810970839,19.8265825830384,5.69023559195405,5.54286862447891,4.93393845796387,2.20251939671234,20.573359196572,24.4287499990273,20.4062056435978,19.4375,23,30,33.3125,40.9375,44.8125,46,41.4375,40.4375,36,24.875,21.625,-26.5625,-25.8125,-21,-13.5625,-8.125,-3.8125,-1.4375,-0.125,-4.4375,-10.4375,-19.375,-24.375
AFG,2014,270881.223737466,26.1595371157526,48.9349556556034,44.7155432408242,55.5828962850465,24.6757261969298,2.71858647661469,4.36801829925199,3.13661030823997,2.80914911250945,13.157045457712,33.0402190083411,15.7406014710467,17.9375,19.0625,28.0625,35,40,45.0625,46,43.5,41,34,25,21,-24.75,-27.9375,-21.875,-13.6875,-8.0625,-4.375,-1.1875,-0.625,-4.5625,-10.25,-19.5625,-26.5
AFG,2015,84502670.6636942,37.9067655104491,102.689739510014,55.4819068498463,52.1428879087093,29.3721479934758,3.8801607432674,6.4867655254124,7.30650497486117,2.08832871128047,17.4153132062265,29.3830072266035,24.5431291431123,19.9375,23,27,37,41,45,45,43,38,35,26.875,19.6875,-24.25,-24.6875,-22.25,-13.8125,-8.5,-4.3125,-0.5625,-1.5,-5.8125,-9.8125,-18.375,-24.75
AFG,2016,97500291.922109,44.5942849257569,26.8342932122245,76.5682733227038,75.3863608527342,30.1748503096881,3.91856707404399,7.48716186550993,2.97225055692102,1.79459534563835,4.88360310114937,30.3145815051844,34.3450277214304,21,25,29,35.1875,43,44.75,46,42.375,41,34.9375,25,24.8125,-23.6875,-26.0625,-21.4375,-13.1875,-8,-3.3125,-0.9375,-1.125,-4.0625,-11.25,-19.375,-24.625
AFG,2017,123370073.366265,51.2348780477655,57.0304934164373,50.6323669650338,42.9095038355586,20.4008287283111,2.47317350314158,3.98639688739954,1.98849223865209,2.49714245927869,4.36527161803055,14.1126884702568,18.1346674073033,19,22,29,38,42,46,45.5,42.4375,40,36.125,26.3125,21,-26.875,-25.875,-22.0625,-14.1875,-6.875,-4.1875,-1.0625,-1.1875,-4.9375,-10.8125,-18.375,-24.9375
AFG,2018,146077745.403814,18.2863691760273,50.3204683435994,49.4542876886423,42.5782733164447,29.0698059804688,2.9413830438699,3.35035199468125,2.5162472260484,1.88995011152654,9.58799335217793,19.7728215178471,19.6938581035037,21,24,32.9375,37,40,45.0625,47,43.125,39.4375,32.9375,26,23,-24.625,-25.75,-19.25,-12.9375,-8.5,-4.375,-0.875,0,-5.1875,-11.9375,-19.4375,-26.3125
AFG,2019,181742921.290318,46.1501607291186,64.0519678754447,57.5051607601394,77.7781541518784,24.1264939105696,3.99137749918747,4.20771341323853,2.72356707457197,0.939002216874959,11.5393209439952,36.1476912460147,20.6279157561368,20.75,20.5625,26,34.1875,39.375,44,46.6875,43,41.6875,35.3125,23,20.9375,-25.75,-26.5625,-21.8125,-12.6875,-8.3125,-6.3125,-0.8125,-0.875,-4.6875,-10,-20,-25.4375
AGO,1962,20223247.6103544,183.418789258646,171.418074294565,202.542423185839,128.064929374494,8.97846628039859,0.817993678404513,0.411856599829959,5.35597533393317,28.9863194412383,76.6376403542261,147.648434282821,185.727395326171,32,32.0769233703613,32.8461532592773,33,32.9375,32.6875,33,33.875,35,37.8125,34,32,12.6875,12.0625,12.625,12.1875,7,4,4,6,9.6875,11.75,12.9375,12.5
AGO,1969,30582274.0618278,184.765682168245,180.799200955348,246.165858144857,137.014297360831,16.3291414987618,0.815114871711259,0.538924379548197,5.98278168691657,15.8641380348277,109.940083096609,165.59334011927,161.808324295861,32,33,33.8461532592773,33,33,33,33.5625,34,34.3125,35,33.875,32,12.6875,12.0625,12.875,12.25,8,4,4.5625,7,10,12.3125,12.875,12.8125
AGO,1970,34795143.0006341,150.674051824847,152.456481048258,171.33370370399,88.5838434676681,9.94536971101878,1.03205853081956,0.594494402907505,4.45414960824835,21.6800350109955,67.1807538176988,128.003465568578,176.437597995155,32,33,33,33,32.5625,32.75,33.4375,33.9375,35.6875,35.4375,33.875,32.6875,12.6875,12.125,12.5625,12.25,8,4.8125,4.8125,7,10.5,12.75,12.875,12.875
AGO,1971,44649801.9249617,147.127572373556,158.496761446926,201.005623722742,125.459550284213,11.3970058998708,0.601491778984994,0.738785512935344,3.30064800589371,19.6777073521956,58.6147740100592,124.875160505662,148.469783177442,32,32.0769233703613,33,32.9375,33.25,33,34,33.875,34,36,34,33,12.625,12.0625,12.625,12.125,8,4.1875,4.8125,6,10,12,12.8125,12.875
AGO,1972,33408584.2507254,152.463015285155,80.4005376632279,186.583813443852,103.058691482549,15.1445890143854,0.720624913088078,0.422164904895492,3.31531825617418,20.6092140862095,86.0240224334729,144.322375826278,188.142061912047,32,32.25,33,32,32.5625,32,33.875,33.9375,35,35.6875,34,33.5,12.625,12.0625,12.5,11.625,8,3.625,4,5.6875,10.5,12.3125,12,12.875
AGO,1973,64821315.1033658,216.803960381947,141.896663481807,184.715290460674,103.483038166295,22.8048469767762,0.494554005095348,0.496867756647724,2.54224607581748,19.5983299950075,78.0736643538075,155.040636946726,147.860084873403,33,33.375,33.1538467407227,33,33,32.9375,33.9375,33.9375,35.875,36,34,32.0625,12.8125,12.0625,13.0625,12.4375,8,4.1875,4,6.6875,10.3125,12.3125,12.875,12.8125
AGO,1974,85857913.0630815,169.366092203256,125.20950896063,204.210606504882,155.315172178542,16.2149754400189,0.534441392567815,0.403980229203892,5.20029321882896,16.0589966694172,82.7111430826786,151.316556770508,175.184370085557,32,32.0625,32.1538467407227,33,33,32.8125,33.5625,34,34,36,33.875,33,12.4375,12.0625,12.625,12,7.75,4,4,7,9.5625,12.3125,12.875,12.875
AGO,1978,4035254.15597688,120.034644697056,141.999368032588,171.484579495954,122.137808037905,10.0957044114889,0.828595809677493,0.390848589597157,9.36717290307085,31.1342787105246,80.519942862923,201.140478464364,155.102370229,32,32.9230766296387,32.8461532592773,32,32,32.875,33.4375,34,35,35.125,34,33,12.6875,12.0625,12.25,11.0625,7,4.375,3.5625,7.3125,10.6875,12.3125,12.9375,12.875
AGO,1979,5312588.11589189,186.010059081414,170.287181257114,202.334123344237,93.3227467559002,19.5288288402569,0.928364863307268,1.04486343678101,7.68087438045353,14.4523212716175,73.3158073088277,174.118495741904,184.177748831766,32,33,33.0769233703613,33,33,33,33.9375,34.5,35,35.8125,34,33,12.6875,12.0625,13.0625,12,8,4.0625,4,6.625,10,12.3125,12.9375,12.875
AGO,1980,3202294.55014292,130.433280831758,172.010675156174,159.549500302352,102.168934158993,19.8896624434377,1.11010607322093,1.3473750208467,4.01345288985865,29.3912567696982,57.8746311236633,128.390106207267,141.131501360088,32,32.8461532592773,33,33,33,32.75,33.0625,34,34.5625,35.9375,34,33,12.6875,12.0625,12.875,12.875,7.9375,4,4,6.9375,10.5,12.3125,12.9375,12.875
AGO,1981,3062380.18747721,151.969526943185,141.672041934725,156.471168773634,61.2198985394328,7.08950975357934,0.811000997100627,0.303268099665618,7.6708010657782,18.1666705701,68.4816797018712,124.568455441083,151.531658124233,32,33,32.9230766296387,32.9375,32.25,33,33.0625,34,34,35.8125,34.75,33.25,12.6875,12.0625,12.3125,12,7,4,3.125,7,9.125,12.0625,12.9375,12.875
AGO,1990,72993.875533815,171.109609167613,143.452977666276,180.273925006486,115.400207419838,19.8356380312775,1.23848825004662,0.754140182353768,4.69361817712985,23.001464177263,82.5735658998199,137.091899568524,159.877229157149,32,32.8461532592773,33.0769233703613,32.9375,32.9375,33.3125,33.8125,34,34.375,36.25,36,33,12.6875,12.0625,12.5625,12.1875,9,6,5,7,9.375,12.625,13,12.875
AGO,2007,332889.229963506,160.884040424405,144.978649502471,192.661803188211,112.740748410704,18.8806362613412,1.86880451334431,0.444355495510022,5.23693634705619,20.240391847598,76.9420537918534,151.043092753896,162.900867515972,32.466667175293,33,33.230770111084,32.9375,32.9375,33.3125,34,34.875,34.8125,35.8125,34,33,12.6875,12.0625,12.75,12.125,8,4.0625,4,6.625,10.125,12.3125,12.9375,12.875
AGO,2009,189784.632584307,161.982345590653,160.678951939779,193.929707552756,127.218582481066,18.8361827292776,1.51552853222598,0.654476638297464,4.62082683297011,20.0071136892498,76.621042660661,141.060571150055,161.74143677614,33,32.769229888916,33,32.9375,33,33.5625,33.9375,34.375,35,36.3125,34,33.3125,12.8125,12.25,12.75,12,8,4.0625,4,8,10.0625,12.3125,12.9375,12.875
AGO,2010,191869.569411092,155.233596577673,144.093362521178,199.957711083622,117.133496699254,14.6543749311336,1.16413408342871,0.684888476552867,4.03898293121058,19.1602705941284,66.6875225264605,164.055985629527,156.271261961052,32.466667175293,33.0769233703613,33.9230766296387,32.9375,33,33.4375,34.125,34.8125,35,37,34,33,12.6875,12.0625,12.875,12.125,8.1875,6,6,6.75,11,12.3125,12.9375,12.875
AGO,2013,1347441.42975776,155.751287225812,152.3707066592,178.834373589299,124.45434689317,13.7270129271456,1.40145169084135,0.479412907106633,4.82987009044847,20.0530182833829,70.9272048447123,140.020287060315,177.358804760668,32.1333351135254,33,33.0769233703613,32.9375,32.9375,33.75,34.1875,34,35.4375,35.9375,34,33,12.6875,12.0625,12.875,12.125,8,4.0625,4,6.625,10.1875,12.3125,12.9375,12.875
AGO,2014,4994385.72168556,161.535492749478,144.580292029017,202.49095690436,126.558660821126,14.3355874039405,1.03098121924717,0.506231973705572,4.37769219787592,20.1973933181533,72.0081469631937,153.753148647258,165.042474363353,32,33,33,32.9375,33,33.5625,33.875,34.375,35,36,34,33,12.6875,12.0625,12.75,12.125,8,4.0625,4,6.625,10,12.75,12.9375,12.875
AGO,2015,11194003.8688728,146.84003028144,139.876673502559,198.23020412355,95.4530231475638,17.7851885538578,0.989588361373446,0.63966464439244,4.30135180011704,22.013543435091,63.8283868109866,134.093015062508,187.034137933726,32,32.25,33,32.75,33,32.875,34.5625,34.8125,36.0625,37.875,34.3125,34,12.6875,12.0625,12.375,12.0625,8,4.0625,4,6.625,11.125,12,12.9375,12.875
AGO,2016,64521785.5060649,142.358926946478,142.584348932237,177.581729839709,105.614535720708,13.3087609849202,1.12882719476874,0.474564301083989,4.42823647997246,22.0699935744462,93.9857214649582,151.692937619188,176.884728652908,33.4375,33.9375,33.9230766296387,33,32.9375,33.75,34.8125,34.9375,35,38.125,35,33.0625,12.875,12.0625,13,12,8,4.0625,4,6.625,10,12.8125,12.9375,12.875
AGO,2017,90943525.3657548,176.602439884338,152.500463241796,179.99476349309,116.096651308267,15.551505236454,1.12242362868807,0.477109990329134,4.65965416706535,22.1659036363109,75.3468168583597,149.167927180063,166.689321484735,32.9375,32.8461532592773,33,32.8125,32.9375,33.75,34.5625,34.875,36,35.8125,34,33,12.8125,12.25,12.625,12.125,8,4.75,6,7.625,10.6875,12.3125,12.9375,12.875
AGO,2018,145655872.700715,160.61808575409,151.851527347273,191.077681547586,120.800803512255,17.1121435584805,1.05415633832311,0.629684923975556,4.76127324935991,22.5971231482887,75.3522345897528,149.370097775774,166.834170106081,32,33,33.9230766296387,32.9375,32.9375,33.9375,34.75,35,35,36,34,33,12.6875,12.0625,12.75,12.125,8,4.0625,4,6.625,10,12,12.9375,12.875
AGO,2019,19514785.4755467,161.712075279403,152.133362898184,194.720682682175,120.245901152452,16.7858048706519,1.08120763187471,0.610668796981958,4.62003013383651,23.3999020124771,77.4784938318398,149.346589883041,166.035419793329,32.2000007629395,33.3125,34,32.9375,32.9375,32.9375,34.875,35,34.1875,38.125,36.25,35,12.6875,12.0625,12.75,12.125,8,4.0625,4,7,9.125,12.4375,12.9375,12.875
AGO,2020,20420165.7506605,164.569487166162,155.990081808225,193.998554748294,120.772749790375,17.852319571799,1.01593952505213,0.604964879191952,4.64513701612407,21.7621472831366,75.1945981150728,150.301802138775,164.984811998412,33,33.0769233703613,34,33.3125,33.0625,33.6875,34.875,35,34.5625,35.8125,34,33,12.6875,12.0625,12.75,12.125,8,4.0625,4,6.625,10,12.3125,12.9375,12.875
AGO,2021,759883.408243104,162.478662530133,153.195258355691,193.693762742379,121.214851597081,16.9784787628666,1.19315493016259,0.612597588949621,4.67656880936281,22.6755776982255,75.4999484831904,147.382409336742,163.58612786303,32,33,33,32.9375,33.0625,34.3125,34.9375,35.0625,36,35.8125,34,33,12.6875,12.0625,12.75,12.125,8,4.0625,4,7,11,12.3125,12.9375,12.875
ALB,1996,18684268.5246405,161.683566872133,169.849073707511,137.834676690058,95.9424583365064,80.7504789544902,26.4594277548134,12.4733200335721,58.1303329467774,159.472433247697,135.208738484514,139.436906867071,181.356768966815,12.5333337783813,12.1875,12.9333333969116,19,24.6875,29.75,31.5,31.5625,25.875,21.4375,19,14,-6.0625,-8.125,-6.375,-0.4375,4.6875,7.625,7.6875,8,2.4375,1.3125,-0.8125,-4.9375
ALB,1997,19541992.923236,109.734680735737,51.9422814955405,40.24516607862,101.524238446437,43.4542000796817,33.0067680428881,26.7858546720732,58.6420619509636,20.7670829492971,163.921793876438,147.750058235378,173.326180624306,14,14.9333333969116,16,15.9375,25,29.75,31.5625,29.9375,28.0625,21.5,17.9375,14,-6.4375,-7.375,-4.75,-3.75,4.125,7.25,8.0625,7.25,5.1875,-0.125,-0.8125,-3.9375
ALB,1998,17950034.0667974,103.241732816084,78.7901362672858,39.4020658370552,55.3330226338238,128.032866591707,27.2196957736934,30.6946544920633,34.341413874145,137.466721980944,105.311552695178,234.544734429876,148.06759538563,13.6000003814697,16,14.3125,20.9375,23.0625,30.25,33.75,33.5625,28.0625,23.625,16.625,12.2666664123535,-5.0625,-5.5,-6.125,0.25,4.25,8.1875,9.1875,8.9375,5.0625,2.5625,-3.0625,-7.8125
ALB,1999,16228703.0465902,146.720493421642,122.110084463697,130.621733289246,82.0157397908902,50.3406155437505,61.0992779688004,59.5444664386434,56.9136868748096,77.878945866856,95.2281970802797,152.795304954599,235.693699128037,13.4375,12.6875,16.0625,20.3125,25.375,30.3125,32.375,33.3125,29,24.375,18,15,-6.8125,-8.875,-3.625,0.1875,4.5625,7.25,9.1875,8.625,6.75,2.5,-2.4375,-4.8125
ALB,2000,15583505.5828746,45.414498197923,99.9308224949268,52.1298579819706,56.4533496121748,35.2231006447328,35.1242657320215,36.0946665510125,11.5173359792167,70.0943338761636,128.359811905327,186.000576754229,130.362961795352,11.1875,13.7333335876465,16,21.9375,26.4375,30.75,33.3125,33.875,28.8125,23.4375,21,16,-9.4375,-7,-5.25,2,5.8125,8.1875,8.4375,9.375,5.125,2.75,0.625,-3.8125
ALB,2001,17010008.1592638,174.972099654171,79.8544874278777,74.2139601051261,129.820227456749,78.3948306862368,30.2692557606128,23.0238678477226,26.9693834322308,70.1615195143114,18.841484979752,105.4047832664,127.725550940277,14,14.8666667938232,19.8125,19.375,24.8125,28.9375,33.25,33.4375,28.5,24.875,17.25,10.8000001907349,-4.0625,-6.125,-1.25,-1,5.375,5.8125,9.1875,9.75,3.875,3.625,-3.375,-8.375
ALB,2002,22154830.4088508,72.8982105080141,37.5873257698269,86.3629190287459,120.468728021744,79.9267023419021,26.0003311262218,75.1654279341392,89.3142372271337,162.097894721075,112.059827052125,86.8468189414488,262.915620856329,12,17,17.875,19.0625,25,30.375,32.9375,30.9375,26.875,22.8125,19,13,-7.8125,-4.5,-2.25,0.1875,5.6875,8.6875,9.6875,8.1875,4.6875,1.875,0.5625,-4.625
ALB,2003,23040755.5202082,252.725758683791,82.8846672828045,32.1014580945356,61.4148922841483,59.7006406521579,39.3275358217572,31.6229779917166,44.8487213029774,96.5155139188154,215.539375795137,88.9775443820778,132.784898110486,13.625,9.5,15.1875,18.6875,27.125,31.0625,33.375,34.3125,27.9375,22.875,18.9375,13.9333333969116,-6.5625,-11.375,-5.25,-0.875,6.6875,9.4375,10.1875,10.8125,5.1875,1.25,0.4375,-4.75
ALB,2004,27170454.4112752,178.948453780708,65.6686982496069,109.109951404257,97.31103389635,102.364408545538,93.7934690702946,57.816982094301,31.022204801577,72.7030037696209,106.537170690134,135.246997798255,153.878957205956,11.4375,14.4375,15.875,19.75,22.625,28.625,32.625,31.75,28.4375,24.8125,18,15,-7.8125,-7.125,-4,1,2.8125,6.75,9.0625,8,4.875,3.625,-1.4375,-3.3125
ALB,2005,91892752.5795597,125.794925934678,141.695432890446,119.751031928106,56.1601904247879,67.7530350991345,35.8292677205637,59.7029654126649,51.350695513804,96.7087585029252,116.298193905332,161.812167386396,187.669077671996,12.1875,11.4375,15.5625,19.5625,24.75,29.0625,32.5,31.5,28.375,22.125,17,14,-6.8125,-10.125,-5.5,-0.0625,4.6875,6.9375,9.1875,7.1875,6.125,1.75,-2.4375,-4.9375
ALB,2006,103642950.615475,155.310706252352,118.551106024226,142.015007718987,85.0606601610096,51.4934226394793,72.4440732133498,50.9689530888829,74.7708642417138,151.570153822593,92.287331502372,75.8187562435045,94.6766327674236,10.4375,13.3125,15.4375,20.0625,25,29.375,32.5,32.3125,28.625,23.6875,18,14.9375,-8.0625,-8,-4.75,1.125,3.8125,6.75,10.5,7.0625,6.5,3.25,-2.125,-4.3125
ALB,2007,36517440.2038053,90.266006539721,122.679321009085,131.444808400005,47.5354086499695,114.936981621139,51.455593686585,8.42849005471676,38.1741989380723,103.6088949081,172.353197570241,192.323911264402,111.98888873179,15,14.9375,17,21.4375,25,30.9375,34.5625,33.3125,27.75,22.5,16,12,-3.9375,-4.0625,-2.4375,0.8125,5.6875,8.875,10.4375,9.25,3.9375,1.625,-2.6875,-6
ALB,2008,78574263.8647562,92.7388121228699,46.0212940601034,135.615189788538,110.068154641248,54.7998844461704,79.4938861426957,38.5915132050121,13.728581262291,122.995103888555,60.790813936006,154.621746168224,221.339969600013,13,14.0666666030884,17.4375,20.25,25,30.5,33,33.875,27.8125,23.625,18.9375,14,-5.375,-5.875,-2.625,1.1875,5.0625,8.3125,9.375,9.1875,4.75,2.875,-0.375,-2.8125
